,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
90,15,6,77,30,56,39,3,1,95,8,95,65,82,60,61,81,30,25,28,78,79,24,32,50,49,71,46,61,80,75,62,64,20,17,6,92,77,51,97,20,52,72,69,68,39,2,48,73,88,11,63,23,84,47,17,9,79,50,61,94,46,5,33,67,1,66,52,0,32,91,31,72,98,93,68,90,5,3,9,2,60,49,68,17,53,23,73,66,92,58,73,45,33,14,61,20,97,44,82,91,25,24,58,34,44,52,54,59,0,36,13,30,92,41,66,36,19,41,94,36,42,93,8,44,42,67,27,68,35,35,57,86,63,67,39,73,70,11,57,37,80,63,82,36,31,96,91,32,25,88,98,79,32,21,21,74,16,55,58,85,92,87,86,85,24,67,7,8,78,45,52,54,99,17,43,50,90,88,22,44,19,29,33,83,19,97,38,90,2,64,11,42,5,16,91,24,54,9,8,49,8,11,59,91,88,30,36,45,94,21,40,94,62,23,42,2,99,80,59,11,73,2,26,71,82,7,10,32,24,95,8,41,59,20,67,79,65,12,32,21,0,53,71,32,57,53,22,36,14,31,14,51,0,24,63,15,45,81,4,35,38,38,90,57,83,51,13,8,28,25,92,35,47,59,34,75,9,12,90,35,65,31,65,91,46,87,43,58,69,76,72,2,60,6,68,80,84,31,80,11,75,75,44,13,57,61,76,1,84,53,61,37,13,0,79,50,55,28,58,61,41,64,16,79,40,87,74,63,23,52,59,94,65,88,73,36,96,85,43,54,18,84,24,98,7,63,93,1,12,37,57,96,61,75,22,62,32,39,41,33,24,77,93,76,10,23,91,37,95,24,17,66,32,67,58,64,6,29,48,47,34,79,73,83,66,95,0,70,88,48,7,87,33,68,0,97,22,0,53,47
91,60,33,42,6,53,71,35,23,32,39,72,3,51,22,77,60,98,61,96,16,25,11,60,18,27,53,80,60,24,49,69,50,1,60,50,87,57,15,91,92,32,50,36,84,23,16,2,57,78,29,75,5,50,18,51,26,47,18,8,86,63,57,81,8,62,46,54,6,13,88,53,61,84,44,98,46,92,94,38,76,31,24,68,49,57,78,74,91,13,18,85,64,67,43,32,68,60,64,66,81,27,14,72,41,45,24,69,63,76,32,27,1,86,6,89,15,79,25,55,88,10,70,18,70,59,72,55,95,77,27,61,98,50,7,14,81,83,71,45,57,57,96,76,23,27,74,43,38,56,67,76,46,59,73,46,37,68,35,20,17,98,99,51,3,24,37,74,80,35,96,59,2,62,36,4,3,74,81,45,12,53,62,21,22,12,0,65,31,47,84,73,38,68,59,0,59,73,19,6,9,14,56,83,31,36,79,59,53,15,95,81,74,38,62,72,35,72,18,72,52,37,35,16,55,57,48,17,49,55,93,92,94,87,21,88,45,91,65,31,25,68,1,28,45,18,29,25,2,33,69,0,97,90,22,88,43,15,96,72,99,76,2,40,97,51,42,15,28,30,40,14,4,11,63,92,65,44,45,57,99,40,75,20,3,86,65,40,6,75,18,14,64,71,61,42,20,64,28,77,55,3,38,87,4,54,91,19,69,79,98,35,51,64,23,4,98,54,60,91,5,42,58,22,82,15,3,41,18,35,1,41,64,53,73,46,37,69,21,58,20,62,24,49,42,60,60,43,68,42,78,89,32,49,26,54,52,56,64,41,57,36,34,94,88,48,46,38,29,79,25,6,70,93,84,20,35,27,79,62,23,15,30,51,98,65,44,40,16,24,43,11,54,5,24,78,72,33,76,94,86
92,24,11,32,99,5,8,50,83,29,42,69,65,29,25,57,97,38,43,22,39,70,83,30,30,97,18,9,12,58,86,10,44,67,73,44,48,32,50,94,44,39,58,58,29,22,64,20,42,47,84,54,70,46,84,63,21,2,82,83,19,67,88,96,9,0,54,94,63,8,27,83,24,97,48,50,53,19,33,65,91,34,36,57,79,51,3,63,71,95,46,1,31,99,39,58,70,11,42,42,82,65,59,92,38,23,40,39,41,95,23,47,58,95,8,16,97,40,13,50,34,3,75,94,68,30,14,34,8,77,79,57,35,77,92,75,95,34,47,77,61,60,36,75,27,31,15,78,59,89,49,75,38,67,54,81,18,9,8,60,6,62,63,72,86,39,83,78,11,75,20,9,91,84,8,24,93,22,3,19,85,10,39,46,18,37,72,25,20,27,27,7,80,86,40,2,7,56,42,14,23,40,51,35,0,1,36,58,11,84,32,49,70,10,77,42,41,76,57,33,99,0,16,58,52,38,73,92,81,14,15,5,81,90,26,93,39,94,66,22,84,21,50,67,31,88,72,41,64,12,79,91,10,84,85,55,68,90,34,79,76,8,75,82,31,96,34,79,14,53,79,59,58,83,87,53,72,56,77,62,28,29,47,76,33,13,96,56,39,9,40,3,51,16,71,14,82,55,3,70,19,17,64,44,27,33,62,10,69,27,37,0,2,91,97,98,14,99,68,36,47,24,67,78,4,88,94,75,84,31,97,0,41,21,96,14,43,99,96,44,77,60,45,3,33,29,58,13,68,54,71,3,73,87,62,10,58,60,28,95,9,49,6,56,45,48,61,30,75,35,69,87,22,41,73,70,43,34,42,23,73,83,0,24,58,6,79,39,41,79,88,37,69,0,96,54,89,33,42,15,76
93,58,15,56,3,19,18,51,80,3,7,28,30,22,88,79,79,3,46,80,20,3,70,65,22,37,55,87,48,73,99,91,19,3,13,66,50,34,1,72,81,7,89,93,87,93,93,33,69,65,62,22,52,20,94,39,34,44,14,68,50,63,21,29,9,90,29,84,35,82,98,30,79,61,44,4,48,0,94,43,73,24,16,94,4,77,75,13,2,56,8,28,38,64,86,86,62,21,8,93,76,89,89,69,34,44,7,89,77,84,53,18,81,41,45,66,12,81,66,37,54,87,25,28,35,65,61,54,82,38,40,12,57,34,14,63,5,51,38,99,22,4,12,88,14,28,91,39,6,25,24,43,56,46,47,30,39,33,53,64,63,55,8,52,31,37,86,69,47,9,99,21,21,51,31,60,41,73,15,75,33,92,63,29,39,98,7,38,48,43,89,66,12,3,31,22,40,27,66,93,69,41,64,44,1,53,71,86,79,14,36,77,41,72,62,20,45,54,60,83,31,15,32,24,70,56,52,0,95,76,88,16,57,43,93,98,88,23,14,21,38,42,56,83,99,79,50,32,12,60,90,85,78,53,44,29,14,21,76,85,89,37,37,47,13,91,35,47,97,54,10,19,30,64,80,59,39,59,13,35,59,51,82,25,58,91,52,22,52,73,93,57,2,70,64,47,6,67,31,5,20,57,5,71,81,33,73,52,89,28,47,82,81,22,45,11,71,41,87,51,79,24,83,84,79,79,26,5,4,97,70,52,11,56,69,92,87,44,97,78,54,79,33,11,68,58,83,77,11,36,95,55,42,68,5,43,49,15,97,14,15,71,49,86,77,57,35,3,32,30,16,89,61,43,1,71,16,94,31,64,20,40,20,55,80,96,76,75,97,80,31,46,1,28,69,77,57,13,4,65,8
94,46,70,63,62,97,58,1,76,69,84,73,30,1,65,84,31,54,82,90,63,39,29,44,92,39,24,36,25,51,91,60,47,20,86,77,14,86,50,60,24,2,70,87,74,52,30,62,97,86,65,17,57,76,79,93,21,99,32,98,19,33,6,75,71,89,73,32,22,92,0,29,31,11,54,95,29,70,69,22,71,52,84,22,68,48,89,56,78,81,94,24,62,11,81,64,32,6,9,86,4,0,79,40,57,2,42,88,35,40,88,58,37,42,40,85,11,4,40,13,41,16,67,78,80,7,35,47,20,72,67,31,48,8,83,27,26,54,57,18,33,72,61,15,40,66,23,31,78,7,27,83,8,21,45,63,81,53,34,25,39,10,64,70,48,80,22,18,48,79,49,38,5,73,55,40,35,34,61,75,68,2,27,60,95,0,89,94,78,71,0,84,66,71,90,73,46,33,56,88,16,61,43,98,90,30,68,79,23,77,82,12,21,51,27,19,82,14,19,13,49,67,10,37,49,33,58,10,72,76,97,45,25,53,45,61,17,33,43,26,53,86,46,48,35,0,62,49,28,61,17,48,65,46,25,17,74,46,84,56,3,79,89,23,71,83,43,65,33,43,5,83,86,23,66,67,15,0,69,1,38,97,47,65,82,3,31,22,24,47,41,56,14,75,10,16,79,58,23,8,63,72,93,35,71,44,14,88,80,17,18,71,89,41,61,78,30,47,0,46,30,69,20,87,1,28,79,52,12,63,42,52,29,64,38,11,33,58,44,4,93,53,12,93,68,56,77,52,95,14,63,24,28,22,64,71,48,2,61,20,92,51,63,86,46,45,34,43,88,52,23,28,44,68,56,10,53,8,55,96,13,35,16,0,80,7,77,57,39,87,3,69,61,88,40,32,36,69,77,73,12
95,79,99,1,44,51,32,31,15,19,18,44,59,32,24,60,78,12,11,69,24,72,30,18,53,39,91,75,49,56,20,78,29,36,35,74,18,96,55,84,62,42,47,50,28,31,78,46,82,86,44,36,92,25,96,14,33,28,74,15,52,13,19,30,1,31,33,35,80,69,26,56,30,8,49,24,64,86,38,21,90,47,38,65,77,98,84,82,15,66,50,40,86,70,24,19,41,25,97,11,39,1,99,41,93,94,99,79,92,28,52,31,98,59,75,81,60,89,94,66,72,50,19,81,20,97,33,2,22,38,54,62,16,56,27,54,19,65,86,1,77,19,79,13,47,57,70,73,79,44,7,25,0,52,74,22,19,64,32,58,83,15,23,2,28,89,30,89,49,30,18,58,86,36,60,40,25,27,18,29,44,4,97,93,89,27,91,65,21,22,5,2,30,15,50,22,41,79,78,21,35,74,54,36,41,10,62,69,25,11,34,61,99,42,25,11,76,28,93,91,47,41,13,79,54,51,80,25,67,43,24,6,22,68,82,93,43,30,81,75,72,40,57,80,56,44,61,1,53,46,17,30,1,81,33,55,7,59,95,67,29,89,35,65,1,65,58,86,19,10,29,99,77,73,20,37,3,72,98,42,6,98,26,69,8,85,17,66,84,13,40,53,28,67,56,51,3,29,15,81,84,5,27,82,59,79,79,47,6,14,62,37,79,18,32,78,99,93,80,80,90,5,22,83,63,15,20,6,45,65,3,99,72,77,62,27,83,59,28,98,77,55,0,47,57,44,17,51,55,34,66,7,51,39,27,26,49,91,78,21,70,54,10,98,78,81,88,99,42,73,29,35,18,39,84,27,74,72,10,96,26,28,59,36,61,8,51,79,55,43,50,32,42,66,92,5,68,52,52,31,31
96,35,94,92,98,41,0,65,41,53,25,79,75,79,36,37,46,8,74,53,35,98,33,96,45,32,50,22,57,90,0,31,88,82,52,89,11,93,77,14,78,77,79,64,42,13,57,69,71,33,57,58,47,51,83,49,89,36,30,78,34,22,60,46,56,19,74,23,51,68,77,32,15,61,94,58,31,68,85,81,99,42,42,77,88,9,82,24,59,73,32,96,89,21,63,12,39,87,55,34,67,51,93,28,96,73,26,14,80,55,38,63,14,91,50,7,59,91,8,84,24,33,41,72,22,49,98,87,1,95,35,38,24,27,93,69,57,31,15,20,12,79,89,62,87,51,60,35,93,34,18,45,62,64,8,56,85,97,44,48,38,44,91,40,0,23,71,38,16,32,2,24,66,16,76,80,97,44,75,13,33,8,64,29,10,73,84,34,89,73,41,94,65,51,74,6,11,8,9,30,95,57,6,60,54,18,61,37,3,16,18,54,92,65,80,60,1,19,71,32,26,30,64,21,97,13,11,72,88,22,31,83,58,41,49,83,91,83,60,95,26,22,85,86,55,7,98,83,67,64,69,49,16,60,46,40,68,72,59,73,38,98,31,43,24,14,15,1,71,72,82,5,0,97,7,26,93,84,65,23,72,73,40,46,78,25,91,86,72,90,78,16,99,3,4,12,16,3,30,14,99,45,84,84,65,54,60,94,29,34,51,95,38,50,25,48,99,2,7,65,47,1,52,74,30,26,18,40,41,45,49,29,29,25,57,14,39,2,54,93,50,55,3,96,18,43,2,27,42,13,89,62,12,68,37,10,37,9,37,17,48,97,65,11,79,48,80,53,79,85,31,67,16,88,54,18,1,95,46,22,59,19,39,56,14,7,65,50,3,4,33,25,16,46,94,19,90,51,70,48,39
97,18,78,68,0,42,29,16,82,62,41,50,73,23,92,95,25,27,55,77,29,9,64,49,13,85,52,74,96,20,85,14,93,88,85,19,25,23,99,82,54,61,95,75,79,31,37,6,62,34,61,80,0,67,52,94,86,26,51,96,92,86,59,76,59,45,47,12,39,79,25,60,77,7,4,66,55,72,51,86,7,56,35,34,49,36,91,72,61,63,81,0,32,1,30,25,38,43,22,56,12,3,86,14,55,77,19,42,34,66,8,60,78,51,76,37,89,17,89,1,86,60,48,17,59,8,4,88,43,44,6,86,60,28,60,60,93,13,17,77,59,60,36,48,28,34,18,39,44,73,0,27,63,71,45,71,63,83,77,14,59,16,19,0,83,71,31,23,98,53,3,78,67,21,60,22,32,18,30,13,73,96,19,7,8,92,46,89,44,89,57,83,89,57,70,22,84,2,36,47,94,70,73,68,78,21,93,20,58,90,30,93,4,35,28,90,57,75,67,98,81,0,78,95,91,22,89,18,74,63,4,90,23,29,26,98,72,20,53,77,8,24,36,88,35,69,14,51,67,71,79,51,77,19,6,18,75,99,0,68,45,17,31,83,22,7,38,90,16,75,9,52,58,86,79,84,27,14,89,42,21,36,54,13,41,87,48,22,45,79,4,44,5,49,82,19,35,83,23,78,82,82,18,38,79,70,6,99,98,62,8,34,39,76,86,95,47,48,52,78,40,29,47,24,10,94,27,0,66,3,40,69,44,67,30,21,21,57,8,51,8,29,1,8,43,15,28,11,46,44,96,82,97,83,30,58,45,42,10,44,4,66,48,74,33,8,26,50,95,60,53,18,81,72,69,66,88,13,37,10,75,57,33,22,87,44,69,46,1,19,37,33,40,15,9,5,7,74,64,22,99
98,80,5,96,37,13,89,14,41,91,52,13,52,39,16,76,11,47,86,76,37,8,97,56,8,50,93,40,83,93,16,10,97,70,50,89,36,60,43,89,53,69,97,22,17,31,12,12,90,16,61,2,3,70,41,23,49,0,58,32,70,27,8,32,50,94,73,86,83,28,36,80,11,78,74,83,35,30,45,27,63,45,68,73,77,99,0,7,74,20,18,34,10,51,2,92,53,78,69,90,77,16,55,55,4,75,86,21,52,32,49,15,32,53,56,91,90,65,30,65,12,53,20,8,61,98,34,94,97,95,65,45,11,29,45,81,14,51,46,83,99,78,89,29,43,17,21,52,94,91,1,81,36,20,64,77,43,31,52,65,85,18,4,48,51,31,46,73,45,1,36,49,82,8,66,66,92,63,72,32,10,47,80,13,8,85,69,62,6,49,10,71,62,48,64,53,19,27,72,74,20,66,94,79,4,20,47,81,3,49,98,35,55,55,57,67,43,47,13,11,64,32,30,82,84,47,65,5,68,2,21,89,86,93,94,63,33,68,49,84,41,41,72,64,24,0,20,17,98,23,3,23,37,67,43,67,78,43,64,9,26,28,40,30,47,9,69,49,25,48,61,47,25,25,56,77,2,2,88,6,29,40,20,63,78,71,51,82,55,35,99,95,0,6,78,70,47,26,1,13,88,33,77,97,87,18,15,74,75,30,4,51,84,91,23,56,69,23,50,99,78,32,52,20,9,5,87,30,42,10,12,55,81,57,38,72,82,99,53,57,84,54,65,42,76,43,49,4,9,35,10,88,10,34,98,36,42,12,75,65,30,48,43,91,31,14,56,81,90,38,72,68,87,9,7,97,12,41,32,1,1,30,76,98,28,55,40,36,37,80,97,76,23,41,70,46,42,96,19,97,6
99,12,25,70,38,72,39,64,31,98,41,17,98,33,86,56,80,43,15,90,35,17,99,76,49,94,53,56,35,86,30,15,41,96,95,13,79,47,62,45,86,44,25,74,75,42,22,68,38,59,86,21,82,53,10,70,36,19,16,20,37,98,13,74,47,45,30,71,16,76,43,61,77,95,77,91,39,67,77,64,50,66,73,92,92,93,13,42,57,84,31,86,39,14,21,62,98,85,43,8,97,77,24,44,1,85,89,21,34,97,1,16,63,40,54,72,68,10,34,64,12,28,13,20,78,22,87,76,43,52,15,68,81,29,70,98,0,33,7,44,81,6,37,59,62,38,25,98,93,1,6,92,98,87,67,60,5,65,46,7,30,90,65,60,77,86,91,13,37,26,95,22,55,59,93,16,61,85,27,85,38,28,32,22,59,59,27,81,57,53,48,94,52,92,16,82,55,15,34,76,69,92,72,12,43,93,13,13,26,18,26,38,93,20,53,82,17,48,82,88,55,17,50,2,92,43,72,52,18,93,28,89,69,10,89,13,78,18,73,79,0,63,79,53,58,47,32,55,74,75,64,65,85,26,64,39,69,88,55,87,12,23,91,40,57,58,94,53,65,59,87,46,90,63,60,92,36,58,97,47,31,44,62,14,66,31,75,88,72,53,2,8,39,91,87,36,88,4,45,24,27,91,6,21,11,37,92,12,23,26,29,80,14,0,22,88,68,45,34,29,98,66,19,26,95,49,41,60,98,62,19,13,30,93,26,28,56,99,42,78,64,30,8,81,49,69,20,64,51,29,49,52,5,68,1,9,81,29,26,42,5,62,37,88,26,6,69,56,94,95,78,44,31,23,28,20,73,58,72,43,87,84,34,69,11,96,73,72,3,84,65,17,53,87,4,82,30,56,96,74,86
